germplasmName,FullSampleName
TMS14F1019P0004,TMS14F1019P0004:250302465
TMS14F1171P0011,TMS14F1171P0011:250301953
TMS14F1173P0008,TMS14F1173P0008:250301965
TMS14F1174P0008,TMS14F1174P0008:250301978
TMS14F1176P0001,TMS14F1176P0001:250301988
TMS14F1176P0007,TMS14F1176P0007:250301994
TMS14F1176P0012,TMS14F1176P0012:250301999
TMS14F1177P0003,TMS14F1177P0003:250302003
TMS14F1180P0002,TMS14F1180P0002:250302007
TMS14F1180P0006,TMS14F1180P0006:250302011
TMS14F1019P0014,TMS14F1019P0014:250302475
TMS14F1181P0003,TMS14F1181P0003:250302045
TMS14F1186P0002,TMS14F1186P0002:250302062
TMS14F1188P0001,TMS14F1188P0001:250302070
TMS14F1189P0003,TMS14F1189P0003:250302074
TMS14F1190P0001,TMS14F1190P0001:250302077
TMS14F1192P0001,TMS14F1192P0001:250302087
TMS14F1195P0004,TMS14F1195P0004:250302095
TMS14F1195P0007,TMS14F1195P0007:250302098
TMS14F1022P0003,TMS14F1022P0003:250302498
TMS14F1195P0012,TMS14F1195P0012:250302103
TMS14F1196P0002,TMS14F1196P0002:250302107
TMS14F1199P0004,TMS14F1199P0004:250302121
TMS14F1199P0008,TMS14F1199P0008:250302125
TMS14F1201P0004,TMS14F1201P0004:250302136
TMS14F1204P0002,TMS14F1204P0002:250302182
TMS14F1204P0005,TMS14F1204P0005:250302185
TMS14F1208P0005,TMS14F1208P0005:250302222
TMS14F1209P0001,TMS14F1209P0001:250302226
TMS14F1020P0009,TMS14F1020P0009:250302490
TMS14F1210P0005,TMS14F1210P0005:250302231
TMS14F1213P0006,TMS14F1213P0006:250302243
TMS14F1216P0002,TMS14F1216P0002:250302254
TMS14F1216P0008,TMS14F1216P0008:250302260
TMS14F1223P0002,TMS14F1223P0002:250303325
TMS14F1223P0005,TMS14F1223P0005:250303328
TMS14F1223P0011,TMS14F1223P0011:250303334
TMS14F1224P0004,TMS14F1224P0004:250303339
TMS14F1224P0008,TMS14F1224P0008:250303343
TMS14F1023P0001,TMS14F1023P0001:250302502
TMS14F1001P0002,TMS14F1001P0002:250302304
TMS14F1226P0002,TMS14F1226P0002:250303346
TMS14F1226P0012,TMS14F1226P0012:250303357
TMS14F1226P0015,TMS14F1226P0015:250303360
TMS14F1227P0003,TMS14F1227P0003:250303364
TMS14F1228P0004,TMS14F1228P0004:250303368
TMS14F1229P0001,TMS14F1229P0001:250303378
TMS14F1229P0007,TMS14F1229P0007:250303384
TMS14F1233P0004,TMS14F1233P0004:250303391
TMS14F1235P0005,TMS14F1235P0005:250303409
TMS14F1023P0007,TMS14F1023P0007:250302508
TMS14F1236P0002,TMS14F1236P0002:250303445
TMS14F1236P0003,TMS14F1236P0003:250303446
TMS14F1240P0001,TMS14F1240P0001:250303458
TMS14F1240P0006,TMS14F1240P0006:250303463
TMS14F1243P0002,TMS14F1243P0002:250303468
TMS14F1243P0014,TMS14F1243P0014:250303480
TMS14F1244P0003,TMS14F1244P0003:250303490
TMS14F1245P0003,TMS14F1245P0003:250303500
TMS14F1245P0012,TMS14F1245P0012:250303509
TMS14F1247P0012,TMS14F1247P0012:250303523
TMS14F1024P0001,TMS14F1024P0001:250302511
TMS14F1248P0003,TMS14F1248P0003:250303526
TMS14F1248P0008,TMS14F1248P0008:250303536
TMS14F1250P0003,TMS14F1250P0003:250303576
TMS14F1250P0007,TMS14F1250P0007:250303580
TMS14F1250P0010,TMS14F1250P0010:250303583
TMS14F1255P0004,TMS14F1255P0004:250303596
TMS14F1257P0001,TMS14F1257P0001:250303618
TMS14F1257P0004,TMS14F1257P0004:250303621
TMS14F1259P0005,TMS14F1259P0005:250303631
TMS14F1025P0001,TMS14F1025P0001:250302520
TMS14F1261P0001,TMS14F1261P0001:250303655
TMS14F1263P0001,TMS14F1263P0001:250303700
TMS14F1265P0001,TMS14F1265P0001:250303708
TMS14F1265P0005,TMS14F1265P0005:250303712
TMS14F1267P0001,TMS14F1267P0001:250303716
TMS14F1268P0005,TMS14F1268P0005:250303721
TMS14F1269P0001,TMS14F1269P0001:250303724
TMS14F1269P0006,TMS14F1269P0006:250303729
TMS14F1270P0003,TMS14F1270P0003:250303732
TMS14F1025P0012,TMS14F1025P0012:250302567
TMS14F1270P0007,TMS14F1270P0007:250303736
TMS14F1273P0005,TMS14F1273P0005:250303765
TMS14F1275P0002,TMS14F1275P0002:250303787
TMS14F1276P0003,TMS14F1276P0003:250303826
TMS14F1276P0008,TMS14F1276P0008:250303836
TMS14F1276P0011,TMS14F1276P0011:250303839
TMS14F1277P0003,TMS14F1277P0003:250303845
TMS14F1277P0010,TMS14F1277P0010:250303852
TMS14F1277P0015,TMS14F1277P0015:250303857
TMS14F1026P0007,TMS14F1026P0007:250302577
TMS14F1278P0007,TMS14F1278P0007:250303864
TMS14F1278P0012,TMS14F1278P0012:250303870
TMS14F1278P0016,TMS14F1278P0016:250303874
TMS14F1279P0002,TMS14F1279P0002:250303880
TMS14F1280P0001,TMS14F1280P0001:250303884
TMS14F1280P0005,TMS14F1280P0005:250303888
TMS14F1280P0018,TMS14F1280P0018:250303901
TMS14F1281P0012,TMS14F1281P0012:250303915
TMS14F1282P0011,TMS14F1282P0011:250303970
TMS14F1026P0008,TMS14F1026P0008:250302578
TMS14F1283P0014,TMS14F1283P0014:250303993
TMS14F1284P0004,TMS14F1284P0004:250304004
TMS14F1284P0017,TMS14F1284P0017:250304017
TMS14F1285P0011,TMS14F1285P0011:250304031
TMS14F1285P0015,TMS14F1285P0015:250304035
TMS14F1285P0018,TMS14F1285P0018:250304038
TMS14F1285P0007,TMS14F1285P0007:250304027
TMS14F1286P0005,TMS14F1286P0005:250304076
TMS14F1286P0013,TMS14F1286P0013:250304084
TMS14F1027P0001,TMS14F1027P0001:250302583
TMS14F1286P0016,TMS14F1286P0016:250304087
TMS14F1287P0003,TMS14F1287P0003:250304099
TMS14F1287P0006,TMS14F1287P0006:250304102
TMS14F1287P0009,TMS14F1287P0009:250304105
TMS14F1287P0012,TMS14F1287P0012:250304108
TMS14F1287P0018,TMS14F1287P0018:250304114
TMS14F1288P0016,TMS14F1288P0016:250304133
TMS14F1289P0002,TMS14F1289P0002:250304139
TMS14F1289P0007,TMS14F1289P0007:250304144
TMS14F1027P0010,TMS14F1027P0010:250302592
TMS14F1289P0014,TMS14F1289P0014:250304151
TMS14F1290P0002,TMS14F1290P0002:250304159
TMS14F1290P0006,TMS14F1290P0006:250304163
TMS14F1290P0013,TMS14F1290P0013:250304170
TMS14F1290P0016,TMS14F1290P0016:250304204
TMS14F1290P0020,TMS14F1290P0020:250304208
TMS14F1291P0005,TMS14F1291P0005:250304213
TMS14F1291P0009,TMS14F1291P0009:250304217
TMS14F1288P0011,TMS14F1288P0011:250304128
TMS14F1290P0009,TMS14F1290P0009:250304166
TMS14F1028P0003,TMS14F1028P0003:250302596
TMS14F1291P0013,TMS14F1291P0013:250304221
TMS14F1291P0016,TMS14F1291P0016:250304229
TMS14F1292P0005,TMS14F1292P0005:250304238
TMS14F1264P0005,TMS14F1264P0005:250303706
TMS14F1272P0013,TMS14F1272P0013:250303753
TMS14F1293P0001,TMS14F1293P0001:250304255
TMS14F1293P0006,TMS14F1293P0006:250304260
TMS14F1293P0012,TMS14F1293P0012:250304266
TMS14F1293P0016,TMS14F1293P0016:250304270
TMS14F1030P0008,TMS14F1030P0008:250302606
TMS14F1011P0006,TMS14F1011P0006:250302348
TMS14F1293P0020,TMS14F1293P0020:250304274
TMS14F1294P0010,TMS14F1294P0010:250304284
TMS14F1294P0014,TMS14F1294P0014:250304288
TMS14F1295P0003,TMS14F1295P0003:250304291
TMS14F1295P0013,TMS14F1295P0013:250300649
TMS14F1295P0017,TMS14F1295P0017:250300653
TMS14F1296P0001,TMS14F1296P0001:250300657
TMS14F1296P0006,TMS14F1296P0006:250300662
TMS14F1296P0010,TMS14F1296P0010:250300666
TMS14F1297P0005,TMS14F1297P0005:250300686
TMS14F1297P0008,TMS14F1297P0008:250300689
TMS14F1297P0020,TMS14F1297P0020:250300702
TMS14F1298P0004,TMS14F1298P0004:250300706
TMS14F1298P0011,TMS14F1298P0011:250300713
TMS14F1298P0017,TMS14F1298P0017:250300719
TMS14F1299P0010,TMS14F1299P0010:250300732
TMS14F1299P0018,TMS14F1299P0018:250300740
TMS14F1300P0003,TMS14F1300P0003:250300903
TMS14F1032P0007,TMS14F1032P0007:250302622
TMS14F1300P0008,TMS14F1300P0008:250300908
TMS14F1300P0013,TMS14F1300P0013:250300913
TMS14F1300P0017,TMS14F1300P0017:250300917
TMS14F1301P0006,TMS14F1301P0006:250300926
TMS14F1301P0010,TMS14F1301P0010:250300930
TMS14F1301P0013,TMS14F1301P0013:250300938
TMS14F1301P0019,TMS14F1301P0019:250300944
TMS14F1302P0010,TMS14F1302P0010:250300956
TMS14F1302P0012,TMS14F1302P0012:250300958
TMS14F1033P0005,TMS14F1033P0005:250302630
TMS14F1302P0017,TMS14F1302P0017:250300963
TMS14F1303P0004,TMS14F1303P0004:250300970
TMS14F1303P0010,TMS14F1303P0010:250300976
TMS14F1303P0012,TMS14F1303P0012:250300978
TMS14F1303P0013,TMS14F1303P0013:250300979
TMS14F1303P0017,TMS14F1303P0017:250300983
TMS14F1304P0009,TMS14F1304P0009:250300995
TMS14F1304P0012,TMS14F1304P0012:250301029
TMS14F1305P0001,TMS14F1305P0001:250301038
TMS14F1305P0005,TMS14F1305P0005:250301042
TMS14F1035P0002,TMS14F1035P0002:250302639
TMS14F1305P0011,TMS14F1305P0011:250301048
TMS14F1305P0017,TMS14F1305P0017:250301054
TMS14F1306P0008,TMS14F1306P0008:250301070
TMS14F1306P0014,TMS14F1306P0014:250301076
TMS14F1306P0020,TMS14F1306P0020:250301083
TMS14F1307P0005,TMS14F1307P0005:250301088
TMS14F1307P0008,TMS14F1307P0008:250301091
TMS14F1307P0014,TMS14F1307P0014:250301097
TMS14F1307P0019,TMS14F1307P0019:250301102
TMS14F1036P0003,TMS14F1036P0003:250302679
TMS14F1199P0001,TMS14F1199P0001:250302113
TMS14F1312P0008,TMS14F1312P0008:250301228
TMS14F1312P0018,TMS14F1312P0018:250301238
TMS14F1312P0012,TMS14F1312P0012:250301232
TMS14F1311P0007,TMS14F1311P0007:250301206
TMS14F1311P0004,TMS14F1311P0004:250301203
TMS14F1308P0003,TMS14F1308P0003:250301106
TMS14F1308P0007,TMS14F1308P0007:250301110
TMS14F1308P0008,TMS14F1308P0008:250301111
TMS14F1308P0019,TMS14F1308P0019:250301122
TMS14F1309P0009,TMS14F1309P0009:250301163
TMS14F1309P0014,TMS14F1309P0014:250301168
TMS14F1309P0018,TMS14F1309P0018:250301172
TMS14F1310P0001,TMS14F1310P0001:250301175
TMS14F1310P0010,TMS14F1310P0010:250301184
TMS14F1310P0013,TMS14F1310P0013:250301187
TMS14F1310P0016,TMS14F1310P0016:250301190
TMS14F1036P0010,TMS14F1036P0010:250302686
TMS14F1288P0003,TMS14F1288P0003:250304119
TMS14F1264P0002,TMS14F1264P0002:250303703
TMS14F1145P0009,TMS14F1145P0009:250301732
TMS14F1311P0011,TMS14F1311P0011:250301211
TMS14F1282P0016,TMS14F1282P0016:250303975
TMS14F1018P0001,TMS14F1018P0001:250302456
TMS14F1100P0001,TMS14F1100P0001:250301302
TMS14F1068P0010,TMS14F1068P0010:250302980
TMS14F1059P0005,TMS14F1059P0005:250302859
TMS14F1038P0001,TMS14F1038P0001:250302691
TMS14F1099P0010,TMS14F1099P0010:250301301
TMS14F1038P0002,TMS14F1038P0002:250302692
TMS14F1041P0001,TMS14F1041P0001:250302701
TMS14F1012P0009,TMS14F1012P0009:250302358
TMS14F1044P0002,TMS14F1044P0002:250302730
TMS14F1045P0005,TMS14F1045P0005:250302735
TMS14F1047P0009,TMS14F1047P0009:250302747
TMS14F1048P0003,TMS14F1048P0003:250302753
TMS14F1052P0003,TMS14F1052P0003:250302811
TMS14F1055P0007,TMS14F1055P0007:250302835
TMS14F1056P0004,TMS14F1056P0004:250302841
TMS14F1057P0003,TMS14F1057P0003:250302844
TMS14F1057P0007,TMS14F1057P0007:250302848
TMS14F1012P0017,TMS14F1012P0017:250302366
TMS14F1058P0002,TMS14F1058P0002:250302853
TMS14F1059P0002,TMS14F1059P0002:250302856
TMS14F1060P0003,TMS14F1060P0003:250302877
TMS14F1060P0008,TMS14F1060P0008:250302882
TMS14F1060P0011,TMS14F1060P0011:250302885
TMS14F1063P0006,TMS14F1063P0006:250302897
TMS14F1063P0011,TMS14F1063P0011:250302933
TMS14F1067P0002,TMS14F1067P0002:250302949
TMS14F1068P0001,TMS14F1068P0001:250302971
TMS14F1013P0002,TMS14F1013P0002:250302371
TMS14F1068P0002,TMS14F1068P0002:250302972
TMS14F1068P0008,TMS14F1068P0008:250302978
TMS14F1068P0011,TMS14F1068P0011:250302981
TMS14F1069P0006,TMS14F1069P0006:250302988
TMS14F1070P0004,TMS14F1070P0004:250302994
TMS14F1072P0003,TMS14F1072P0003:250302998
TMS14F1072P0008,TMS14F1072P0008:250303003
TMS14F1073P0003,TMS14F1073P0003:250303007
TMS14F1073P0007,TMS14F1073P0007:250303011
TMS14F1013P0008,TMS14F1013P0008:250302377
TMS14F1074P0003,TMS14F1074P0003:250303015
TMS14F1074P0011,TMS14F1074P0011:250303023
TMS14F1074P0015,TMS14F1074P0015:250303027
TMS14F1075P0004,TMS14F1075P0004:250303064
TMS14F1077P0003,TMS14F1077P0003:250303071
TMS14F1077P0009,TMS14F1077P0009:250303077
TMS14F1080P0001,TMS14F1080P0001:250303104
TMS14F1081P0003,TMS14F1081P0003:250303107
TMS14F1082P0005,TMS14F1082P0005:250303112
TMS14F1014P0008,TMS14F1014P0008:250302385
TMS14F1084P0005,TMS14F1084P0005:250303119
TMS14F1087P0002,TMS14F1087P0002:250303136
TMS14F1089P0002,TMS14F1089P0002:250303140
TMS14F1089P0010,TMS14F1089P0010:250303148
TMS14F1091P0001,TMS14F1091P0001:250303189
TMS14F1091P0004,TMS14F1091P0004:250303192
TMS14F1091P0007,TMS14F1091P0007:250303195
TMS14F1092P0004,TMS14F1092P0004:250303206
TMS14F1092P0005,TMS14F1092P0005:250303207
TMS14F1014P0014,TMS14F1014P0014:250302391
TMS14F1094P0001,TMS14F1094P0001:250303217
TMS14F1094P0006,TMS14F1094P0006:250303228
TMS14F1095P0007,TMS14F1095P0007:250303235
TMS14F1096P0005,TMS14F1096P0005:250303246
TMS14F1097P0003,TMS14F1097P0003:250303258
TMS14F1097P0010,TMS14F1097P0010:250303265
TMS14F1098P0013,TMS14F1098P0013:250301287
TMS14F1099P0001,TMS14F1099P0001:250301292
TMS14F1099P0009,TMS14F1099P0009:250301300
TMS14F1101P0003,TMS14F1101P0003:250301318
TMS14F1305P0006,TMS14F1305P0006:250301043
TMS14F1102P0001,TMS14F1102P0001:250301322
TMS14F1307P0006,TMS14F1307P0006:250301089
TMS14F1290P0014,TMS14F1290P0014:250304171
TMS14F1112P0013,TMS14F1112P0013:250301440
TMS14F1161P0002,TMS14F1161P0002:250301844
TMS14F1035P0006,TMS14F1035P0006:250302643
TMS14F1014P0003,TMS14F1014P0003:250302380
TMS14F1236P0005,TMS14F1236P0005:250303448
TMS14F1223P0003,TMS14F1223P0003:250303326
TMS14F1298P0012,TMS14F1298P0012:250300714
TMS14F1288P0009,TMS14F1288P0009:250304126
TMS14F1100P0002,TMS14F1100P0002:250301303
TMS14F1170P0013,TMS14F1170P0013:250301935
TMS14F1204P0003,TMS14F1204P0003:250302183
TMS14F1278P0009,TMS14F1278P0009:250303866
TMS14F1296P0003,TMS14F1296P0003:250300659
TMS14F1011P0001,TMS14F1011P0001:250302343
TMS14F1064P0001,TMS14F1064P0001:250302935
TMS14F1308P0017,TMS14F1308P0017:250301120
TMS14F1247P0002,TMS14F1247P0002:250303513
TMS14F1240P0002,TMS14F1240P0002:250303459
TMS14F1023P0003,TMS14F1023P0003:250302504
TMS14F1067P0007,TMS14F1067P0007:250302954
TMS14F1273P0010,TMS14F1273P0010:250303770
TMS14F1014P0015,TMS14F1014P0015:250302392
TMS14F1262P0001,TMS14F1262P0001:250303656
TMS14F1281P0007,TMS14F1281P0007:250303910
TMS14F1057P0009,TMS14F1057P0009:250302850
TMS14F1248P0001,TMS14F1248P0001:250303524
TMS14F1243P0006,TMS14F1243P0006:250303472
TMS14F1104P0001,TMS14F1104P0001:250301331
TMS14F1308P0020,TMS14F1308P0020:250301123
TMS14F1129P0005,TMS14F1129P0005:250301604
TMS14F1163P0008,TMS14F1163P0008:250301863
TMS14F1091P0010,TMS14F1091P0010:250303198
TMS14F1013P0004,TMS14F1013P0004:250302373
TMS14F1306P0011,TMS14F1306P0011:250301073
TMS14F1297P0006,TMS14F1297P0006:250300687
TMS14F1277P0011,TMS14F1277P0011:250303853
TMS14F1151P0003,TMS14F1151P0003:250301795
TMS14F1026P0001,TMS14F1026P0001:250302571
TMS14F1060P0012,TMS14F1060P0012:250302886
TMS14F1299P0012,TMS14F1299P0012:250300734
TMS14F1199P0005,TMS14F1199P0005:250302122
TMS14F1130P0004,TMS14F1130P0004:250301608
TMS14F1153P0008,TMS14F1153P0008:250301815
TMS14F1012P0002,TMS14F1012P0002:250302351
TMS14F1118P0001,TMS14F1118P0001:250301486
TMS14F1305P0019,TMS14F1305P0019:250301056
TMS14F1293P0018,TMS14F1293P0018:250304272
TMS14F1167P0001,TMS14F1167P0001:250301874
TMS14F1173P0009,TMS14F1173P0009:250301966
TMS14F1311P0017,TMS14F1311P0017:250301217
TMS14F1035P0003,TMS14F1035P0003:250302640
TMS14F1284P0020,TMS14F1284P0020:250304020
TMS14F1027P0011,TMS14F1027P0011:250302593
TMS14F1101P0001,TMS14F1101P0001:250301315
TMS14F1186P0003,TMS14F1186P0003:250302063
TMS14F1245P0004,TMS14F1245P0004:250303501
TMS14F1263P0002,TMS14F1263P0002:250303701
TMS14F1265P0002,TMS14F1265P0002:250303709
TMS14F1052P0004,TMS14F1052P0004:250302812
TMS14F1294P0011,TMS14F1294P0011:250304285
TMS14F1031P0002,TMS14F1031P0002:250302610
TMS14F1293P0009,TMS14F1293P0009:250304263
TMS14F1156P0002,TMS14F1156P0002:250301827
TMS14F1200P0002,TMS14F1200P0002:250302129
TMS14F1205P0012,TMS14F1205P0012:250302204
TMS14F1195P0001,TMS14F1195P0001:250302092
TMS14F1250P0005,TMS14F1250P0005:250303578
TMS14F1170P0003,TMS14F1170P0003:250301925
TMS14F1196P0003,TMS14F1196P0003:250302108
TMS14F1133P0004,TMS14F1133P0004:250301624
TMS14F1106P0004,TMS14F1106P0004:250301346
TMS14F1285P0009,TMS14F1285P0009:250304029
TMS14F1282P0018,TMS14F1282P0018:250303977
TMS14F1020P0012,TMS14F1020P0012:250302493
TMS14F1241P0001,TMS14F1241P0001:250303464
TMS14F1012P0012,TMS14F1012P0012:250302361
TMS14F1308P0001,TMS14F1308P0001:250301104
TMS14F1259P0006,TMS14F1259P0006:250303632
TMS14F1199P0002,TMS14F1199P0002:250302114
TMS14F1095P0001,TMS14F1095P0001:250303229
TMS14F1091P0002,TMS14F1091P0002:250303190
TMS14F1307P0001,TMS14F1307P0001:250301084
TMS14F1260P0002,TMS14F1260P0002:250303648
TMS14F1186P0008,TMS14F1186P0008:250302068
TMS14F1176P0004,TMS14F1176P0004:250301991
TMS14F1071P0001,TMS14F1071P0001:250302995
TMS14F1218P0001,TMS14F1218P0001:250302262
TMS14F1145P0006,TMS14F1145P0006:250301729
TMS14F1095P0012,TMS14F1095P0012:250303240
TMS14F1228P0001,TMS14F1228P0001:250303365
TMS14F1060P0009,TMS14F1060P0009:250302883
TMS14F1305P0002,TMS14F1305P0002:250301039
TMS14F1074P0012,TMS14F1074P0012:250303024
TMS14F1120P0005,TMS14F1120P0005:250301493
TMS14F1201P0006,TMS14F1201P0006:250302138
TMS14F1295P0008,TMS14F1295P0008:250304296
TMS14F1036P0005,TMS14F1036P0005:250302681
TMS14F1299P0005,TMS14F1299P0005:250300727
TMS14F1025P0003,TMS14F1025P0003:250302553
TMS14F1258P0001,TMS14F1258P0001:250303626
TMS14F1295P0001,TMS14F1295P0001:250304289
TMS14F1248P0005,TMS14F1248P0005:250303533
TMS14F1287P0004,TMS14F1287P0004:250304100
TMS14F1138P0003,TMS14F1138P0003:250301672
TMS14F1247P0009,TMS14F1247P0009:250303520
TMS14F1287P0007,TMS14F1287P0007:250304103
TMS14F1131P0004,TMS14F1131P0004:250301618
TMS14F1059P0020,TMS14F1059P0020:250302874
TMS14F1023P0008,TMS14F1023P0008:250302509
TMS14F1301P0007,TMS14F1301P0007:250300927
TMS14F1202P0003,TMS14F1202P0003:250302176
TMS14F1300P0010,TMS14F1300P0010:250300910
TMS14F1312P0001,TMS14F1312P0001:250301221
TMS14F1307P0009,TMS14F1307P0009:250301092
TMS14F1311P0008,TMS14F1311P0008:250301207
TMS14F1226P0013,TMS14F1226P0013:250303358
TMS14F1295P0014,TMS14F1295P0014:250300650
TMS14F1060P0004,TMS14F1060P0004:250302878
TMS14F1170P0009,TMS14F1170P0009:250301931
TMS14F1293P0013,TMS14F1293P0013:250304267
TMS14F1106P0013,TMS14F1106P0013:250301355
TMS14F1017P0007,TMS14F1017P0007:250302448
TMS14F1268P0001,TMS14F1268P0001:250303717
TMS14F1296P0008,TMS14F1296P0008:250300664
TMS14F1286P0018,TMS14F1286P0018:250304089
TMS14F1139P0002,TMS14F1139P0002:250301677
TMS14F1219P0001,TMS14F1219P0001:250302266
TMS14F1056P0001,TMS14F1056P0001:250302838
TMS14F1226P0016,TMS14F1226P0016:250303361
TMS14F1106P0007,TMS14F1106P0007:250301349
TMS14F1289P0003,TMS14F1289P0003:250304140
TMS14F1131P0001,TMS14F1131P0001:250301615
TMS14F1293P0002,TMS14F1293P0002:250304256
TMS14F1207P0002,TMS14F1207P0002:250302214
TMS14F1012P0020,TMS14F1012P0020:250302369
TMS14F1229P0003,TMS14F1229P0003:250303380
TMS14F1304P0010,TMS14F1304P0010:250300996
TMS14F1269P0002,TMS14F1269P0002:250303725
TMS14F1047P0007,TMS14F1047P0007:250302745
TMS14F1105P0001,TMS14F1105P0001:250301341
TMS14F1016P0006,TMS14F1016P0006:250302439
TMS14F1300P0014,TMS14F1300P0014:250300914
TMS14F1272P0012,TMS14F1272P0012:250303752
TMS14F1289P0008,TMS14F1289P0008:250304145
TMS14F1250P0001,TMS14F1250P0001:250303574
TMS14F1089P0005,TMS14F1089P0005:250303143
TMS14F1203P0001,TMS14F1203P0001:250302179
TMS14F1286P0009,TMS14F1286P0009:250304080
TMS14F1224P0005,TMS14F1224P0005:250303340
TMS14F1303P0019,TMS14F1303P0019:250300985
TMS14F1050P0012,TMS14F1050P0012:250302766
TMS14F1171P0012,TMS14F1171P0012:250301954
TMS14F1306P0017,TMS14F1306P0017:250301079
TMS14F1276P0004,TMS14F1276P0004:250303832
TMS14F1247P0006,TMS14F1247P0006:250303517
TMS14F1272P0016,TMS14F1272P0016:250303756
TMS14F1309P0015,TMS14F1309P0015:250301169
TMS14F1286P0014,TMS14F1286P0014:250304085
TMS14F1096P0009,TMS14F1096P0009:250303250
TMS14F1308P0013,TMS14F1308P0013:250301116
TMS14F1245P0013,TMS14F1245P0013:250303510
TMS14F1152P0006,TMS14F1152P0006:250301806
TMS14F1094P0002,TMS14F1094P0002:250303218
TMS14F1278P0002,TMS14F1278P0002:250303859
TMS14F1235P0006,TMS14F1235P0006:250303441
TMS14F1285P0005,TMS14F1285P0005:250304025
TMS14F1036P0011,TMS14F1036P0011:250302687
TMS14F1042P0005,TMS14F1042P0005:250302713
TMS14F1137P0001,TMS14F1137P0001:250301667
TMS14F1057P0005,TMS14F1057P0005:250302846
TMS14F1055P0003,TMS14F1055P0003:250302831
TMS14F1285P0016,TMS14F1285P0016:250304036
TMS14F1140P0006,TMS14F1140P0006:250301684
TMS14F1162P0003,TMS14F1162P0003:250301848
TMS14F1221P0001,TMS14F1221P0001:250303319
TMS14F1019P0007,TMS14F1019P0007:250302468
TMS14F1079P0003,TMS14F1079P0003:250303099
TMS14F1272P0007,TMS14F1272P0007:250303747
TMS14F1045P0006,TMS14F1045P0006:250302736
TMS14F1268P0006,TMS14F1268P0006:250303722
TMS14F1216P0003,TMS14F1216P0003:250302255
TMS14F1173P0003,TMS14F1173P0003:250301960
TMS14F1159P0001,TMS14F1159P0001:250301835
TMS14F1108P0002,TMS14F1108P0002:250301363
TMS14F1294P0007,TMS14F1294P0007:250304281
TMS14F1290P0011,TMS14F1290P0011:250304168
TMS14F1291P0011,TMS14F1291P0011:250304219
TMS14F1077P0010,TMS14F1077P0010:250303078
TMS14F1169P0003,TMS14F1169P0003:250301882
TMS14F1288P0004,TMS14F1288P0004:250304120
TMS14F1191P0007,TMS14F1191P0007:250302085
TMS14F1063P0004,TMS14F1063P0004:250302895
TMS14F1098P0004,TMS14F1098P0004:250303279
TMS14F1244P0005,TMS14F1244P0005:250303492
TMS14F1309P0011,TMS14F1309P0011:250301165
TMS14F1058P0003,TMS14F1058P0003:250302854
TMS14F1020P0005,TMS14F1020P0005:250302486
TMS14F1287P0013,TMS14F1287P0013:250304109
TMS14F1027P0008,TMS14F1027P0008:250302590
TMS14F1036P0001,TMS14F1036P0001:250302646
TMS14F1278P0018,TMS14F1278P0018:250303876
TMS14F1003P0001,TMS14F1003P0001:250302312
TMS14F1280P0015,TMS14F1280P0015:250303898
TMS14F1124P0003,TMS14F1124P0003:250301548
TMS14F1244P0009,TMS14F1244P0009:250303496
TMS14F1226P0003,TMS14F1226P0003:250303347
TMS14F1074P0017,TMS14F1074P0017:250303060
TMS14F1166P0001,TMS14F1166P0001:250301866
TMS14F1019P0001,TMS14F1019P0001:250302462
TMS14F1154P0007,TMS14F1154P0007:250301824
TMS14F1176P0009,TMS14F1176P0009:250301996
TMS14F1302P0007,TMS14F1302P0007:250300953
TMS14F1292P0007,TMS14F1292P0007:250304240
TMS14F1273P0017,TMS14F1273P0017:250303777
TMS14F1177P0001,TMS14F1177P0001:250302001
TMS14F1178P0001,TMS14F1178P0001:250302004
TMS14F1174P0009,TMS14F1174P0009:250301979
TMS14F1300P0004,TMS14F1300P0004:250300904
TMS14F1290P0017,TMS14F1290P0017:250304205
TMS14F1141P0005,TMS14F1141P0005:250301692
TMS14F1054P0001,TMS14F1054P0001:250302819
TMS14F1196P0006,TMS14F1196P0006:250302111
TMS14F1306P0005,TMS14F1306P0005:250301062
TMS14F1311P0002,TMS14F1311P0002:250301201
TMS14F1082P0002,TMS14F1082P0002:250303109
TMS14F1142P0008,TMS14F1142P0008:250301701
TMS14F1166P0005,TMS14F1166P0005:250301870
TMS14F1081P0001,TMS14F1081P0001:250303105
TMS14F1303P0014,TMS14F1303P0014:250300980
TMS14F1276P0013,TMS14F1276P0013:250303841
TMS14F1291P0007,TMS14F1291P0007:250304215
TMS14F1089P0012,TMS14F1089P0012:250303150
TMS14F1312P0013,TMS14F1312P0013:250301233
TMS14F1295P0018,TMS14F1295P0018:250300654
TMS14F1303P0002,TMS14F1303P0002:250300968
TMS14F1181P0007,TMS14F1181P0007:250302049
TMS14F1243P0017,TMS14F1243P0017:250303483
TMS14F1163P0002,TMS14F1163P0002:250301857
TMS14F1171P0002,TMS14F1171P0002:250301944
TMS14F1059P0009,TMS14F1059P0009:250302863
TMS14F1145P0010,TMS14F1145P0010:250301733
TMS14F1181P0001,TMS14F1181P0001:250302012
TMS14F1255P0007,TMS14F1255P0007:250303599
TMS14F1289P0015,TMS14F1289P0015:250304152
TMS14F1248P0009,TMS14F1248P0009:250303568
TMS14F1069P0001,TMS14F1069P0001:250302983
TMS14F1278P0013,TMS14F1278P0013:250303871
